Date,PX_LAST,Nasdaq,SG_CTA,Dow_Jones,S&P500
2000/1/3,829.39,4131.149902,996.74,11357.51,1455.22
2000/1/4,832.53,3901.689941,986.991882,10997.94,1399.42
2000/1/5,828.84,3877.540039,984.159216,11122.66,1402.11
2000/1/6,831.02,3727.129883,982.397571,11253.27,1403.45
2000/1/7,833.27,3882.620117,977.014032,11522.56,1441.47
2000/1/10,831.98,4049.669922,979.759442,11572.2,1457.6
2000/1/11,828.11,3921.189941,993.505467,11511.09,1438.56
2000/1/12,827.04,3850.02002,996.257477,11551.11,1432.25
2000/1/13,830.78,3957.209961,994.693353,11582.44,1449.68
2000/1/14,829.45,4064.27002,1004.341878,11722.98,1465.15
2000/1/18,827.44,4130.810059,1006.300344,11560.73,1455.14
2000/1/19,828.56,4151.290039,1016.554544,11489.37,1455.9
2000/1/20,827.42,4189.509766,1013.433721,11351.3,1445.57
2000/1/21,828.15,4235.399902,1012.967542,11251.72,1441.36
2000/1/24,831.84,4096.080078,1011.053034,11008.17,1401.53
2000/1/25,832.09,4167.410156,1011.851766,11029.89,1410.03
2000/1/26,832.89,4069.909912,1011.659514,11032.99,1404.09
2000/1/27,833.28,4039.560059,1006.935064,11028.03,1398.56
2000/1/28,833.71,3887.070068,1014.617978,10738.88,1360.16
2000/1/31,831.02,3940.350098,1021.568112,10940.54,1394.46
2000/2/1,832.85,4051.97998,1023.396719,11041.06,1409.28
2000/2/2,833.3,4073.959961,1020.152551,11003.21,1409.12
2000/2/3,837.01,4210.97998,1014.939572,11013.45,1424.97
2000/2/4,834.8,4244.140137,1001.278486,10963.81,1424.37
2000/2/7,832.17,4321.77002,1009.228637,10905.79,1424.24
2000/2/8,834.91,4427.5,1018.06948,10957.61,1441.72
2000/2/9,832.82,4363.240234,1010.88191,10699.17,1411.71
2000/2/10,831.01,4485.629883,1012.934001,10643.64,1416.83
2000/2/11,832.34,4395.450195,1019.913116,10425.22,1387.12
2000/2/14,835.87,4418.549805,1018.209861,10519.85,1389.94
2000/2/15,834.92,4420.77002,1021.488497,10718.1,1402.05
2000/2/16,834.2,4427.649902,1018.6079,10561.42,1387.67
2000/2/17,833.98,4548.919922,1018.821807,10514.57,1388.26
2000/2/18,836.8,4411.740234,1022.52013,10219.53,1346.09
2000/2/22,842.3,4382.120117,1025.444538,10304.85,1352.17
2000/2/23,839.54,4550.330078,1023.752553,10225.73,1360.69
2000/2/24,842.36,4617.649902,1011.68251,10092.64,1353.43
2000/2/25,842.26,4590.5,1015.445969,9862.12,1333.36
2000/2/28,839.67,4577.850098,1014.471141,10038.66,1348.05
2000/2/29,841.07,4696.689941,1014.065352,10128.31,1366.42
2000/3/1,841.86,4784.080078,1008.873338,10137.93,1379.19
2000/3/2,842.06,4754.509766,1015.451192,10164.92,1381.76
2000/3/3,843.75,4914.790039,1006.525376,10367.2,1409.17
2000/3/6,842.64,4904.850098,1011.970679,10170.51,1391.28
2000/3/7,843.47,4847.839844,1012.942171,9796.04,1355.62
2000/3/8,843.32,4897.259766,1015.302326,9856.54,1366.7
2000/3/9,843.92,5046.859863,1018.459916,10010.73,1401.69
2000/3/10,842.1,5048.620117,1007.246672,9928.83,1395.07
2000/3/13,842.9,4907.240234,1000.99167,9947.13,1383.62
2000/3/14,843.82,4706.629883,1000.401085,9811.24,1359.15
2000/3/15,844.62,4582.620117,994.638775,10131.42,1392.14
2000/3/16,845.8,4717.390137,992.092499,10630.61,1458.47
2000/3/17,847.89,4798.129883,993.402061,10595.24,1464.47
2000/3/20,848.36,4610,994.653748,10680.25,1456.63
2000/3/21,848.94,4711.680176,1000.731082,10907.35,1493.87
2000/3/22,849.03,4864.75,995.207047,10866.7,1500.64
2000/3/23,850.33,4940.609863,1001.735606,11119.86,1527.35
2000/3/24,846.87,4963.029785,1002.677238,11112.73,1527.46
2000/3/27,846.66,4958.560059,997.724012,11025.86,1523.86
2000/3/28,846.7,4833.890137,989.911833,10936.12,1507.73
2000/3/29,846.86,4644.669922,988.931821,11018.72,1508.52
2000/3/30,850.42,4457.890137,989.386729,10980.25,1487.92
2000/3/31,852.15,4572.830078,991.2072,10921.93,1498.58
2000/4/3,853.81,4223.680176,985.022068,11221.94,1505.97
2000/4/4,859.15,4148.890137,996.408923,11164.85,1494.73
2000/4/5,857.83,4169.220215,989.513773,11033.93,1487.37
2000/4/6,856.84,4267.560059,984.140714,11114.28,1501.34
2000/4/7,859,4446.450195,981.640996,11111.49,1516.35
2000/4/10,860.69,4188.200195,980.090003,11186.57,1504.46
2000/4/11,857.32,4055.899902,985.647114,11287.09,1500.59
2000/4/12,854.77,3769.629883,982.611321,11125.14,1467.17
2000/4/13,856.75,3676.780029,975.860781,10923.55,1440.51
2000/4/14,858.42,3321.290039,973.362578,10305.78,1356.56
2000/4/17,855.34,3539.159912,974.501413,10582.52,1401.44
2000/4/18,854.8,3793.570068,981.508078,10767.42,1441.61
2000/4/19,857.34,3706.409912,983.441649,10674.97,1427.47
2000/4/20,857.65,3643.879883,977.983547,10844.06,1434.54
2000/4/24,857.55,3482.47998,979.186467,10906.1,1429.86
2000/4/25,853.59,3711.22998,976.131405,11124.83,1477.44
2000/4/26,852.97,3630.090088,977.214911,10945.5,1460.99
2000/4/27,849.11,3774.030029,977.078101,10888.11,1464.92
2000/4/28,849.71,3860.659912,980.878934,10733.92,1452.43
2000/5/1,849.15,3958.080078,981.281095,10811.79,1468.25
2000/5/2,847.6,3785.449951,981.663794,10731.13,1446.29
2000/5/3,843.89,3707.310059,981.977927,10480.13,1415.1
2000/5/4,840.16,3720.23999,976.685066,10412.5,1409.57
2000/5/5,837.8,3816.820068,970.707754,10577.86,1432.63
2000/5/8,836.17,3669.379883,972.047331,10603.64,1424.17
2000/5/9,837.76,3585.01001,971.240531,10536.75,1412.14
2000/5/10,839.81,3384.72998,967.297295,10367.79,1383.05
2000/5/11,840.38,3499.580078,970.489376,10545.97,1407.81
2000/5/12,836.72,3529.060059,970.567015,10609.37,1420.96
2000/5/15,838.67,3607.649902,975.701315,10807.78,1452.36
2000/5/16,840.74,3717.570068,984.228945,10934.57,1466.04
2000/5/17,839.63,3644.959961,974.27839,10769.74,1447.8
2000/5/18,836.75,3538.709961,980.085089,10777.28,1437.21
2000/5/19,838.39,3390.399902,981.094577,10626.86,1406.95
2000/5/22,841.96,3364.209961,989.571234,10542.55,1400.72
2000/5/23,841.55,3164.550049,998.180503,10422.28,1373.86
2000/5/24,841.45,3270.610107,990.015386,10535.35,1399.05
2000/5/25,845.05,3205.350098,985.986024,10323.92,1381.52
2000/5/26,847.56,3205.110107,987.317105,10299.24,1378.02
2000/5/30,845.97,3459.47998,997.51609,10527.14,1422.45
2000/5/31,849.32,3400.909912,995.062202,10522.34,1420.6
2000/6/1,853.76,3582.5,987.041999,10652.2,1448.81
2000/6/2,857.47,3813.379883,986.854461,10794.76,1477.26
2000/6/5,860.38,3821.76001,984.594565,10815.31,1467.63
2000/6/6,860.4,3756.370117,983.255517,10735.58,1457.84
2000/6/7,860.41,3839.26001,983.491499,10812.87,1471.36
2000/6/8,860.28,3825.560059,972.771441,10668.73,1461.67
2000/6/9,860.13,3874.840088,961.983406,10614.07,1456.95
2000/6/12,862.06,3767.909912,955.259142,10564.21,1446
2000/6/13,862.08,3851.060059,958.75539,10621.85,1469.44
2000/6/14,864.54,3797.409912,960.998878,10687.96,1470.54
2000/6/15,864.3,3845.73999,967.63938,10714.83,1478.73
2000/6/16,867.43,3860.560059,970.097184,10449.31,1464.46
2000/6/19,866.7,3989.830078,975.830459,10557.85,1486
2000/6/20,865.63,4013.360107,976.933148,10435.17,1475.95
2000/6/21,862.37,4064.01001,971.071549,10497.75,1479.13
2000/6/22,861.36,3936.840088,973.654599,10376.12,1452.18
2000/6/23,859.33,3845.340088,968.620805,10404.76,1441.48
2000/6/26,862.47,3912.120117,968.45614,10543,1455.31
2000/6/27,863.16,3858.959961,965.056858,10504.47,1450.55
2000/6/28,862.5,3940.340088,961.399293,10527.8,1454.82
2000/6/29,865.86,3877.22998,964.071983,10398.04,1442.39
2000/6/30,866.99,3966.110107,964.139468,10447.9,1454.6
2000/7/3,869.09,3991.929932,964.766159,10560.68,1469.54
2000/7/5,870.58,3863.100098,962.826979,10483.6,1446.23
2000/7/6,868.63,3960.570068,967.641113,10481.48,1456.67
2000/7/7,870.91,4023.199951,965.096217,10635.99,1478.9
2000/7/10,870.62,3980.290039,964.121469,10646.59,1475.62
2000/7/11,870.57,3956.419922,964.111828,10727.19,1480.88
2000/7/12,870.18,4099.589844,957.40161,10783.42,1492.92
2000/7/13,873.45,4174.859863,954.357073,10788.72,1495.84
2000/7/14,869.7,4246.180176,953.956243,10812.75,1509.98
2000/7/17,867.58,4274.669922,950.74141,10804.27,1510.49
2000/7/18,867.59,4177.169922,950.465695,10739.92,1493.74
2000/7/19,867.41,4055.629883,952.480683,10696.08,1481.96
2000/7/20,873.84,4184.560059,956.843045,10843.87,1495.57
2000/7/21,874.54,4094.449951,955.072886,10733.56,1480.19
2000/7/24,873.52,3981.570068,953.220044,10685.12,1464.29
2000/7/25,874.13,4029.570068,954.220925,10699.97,1474.47
2000/7/26,874.13,3987.719971,951.34872,10516.48,1452.42
2000/7/27,875.5,3842.22998,948.742024,10586.13,1449.62
2000/7/28,874.41,3663,950.222061,10511.17,1419.89
2000/7/31,874.86,3766.98999,946.820266,10521.98,1430.83
2000/8/1,876.47,3685.52002,948.732843,10606.95,1438.1
2000/8/2,877.5,3658.459961,952.205206,10687.53,1438.7
2000/8/3,878.71,3759.879883,953.147889,10706.58,1452.56
2000/8/4,881.02,3787.360107,954.95887,10767.75,1462.93
2000/8/7,880.26,3862.98999,949.926236,10867.01,1479.32
2000/8/8,882.06,3848.550049,947.42793,10976.89,1482.8
2000/8/9,882.68,3853.5,949.39858,10905.83,1472.87
2000/8/10,884.7,3759.98999,950.452414,10908.76,1460.25
2000/8/11,882.6,3789.469971,952.990121,11027.8,1471.84
2000/8/14,883.55,3849.689941,950.722005,11176.14,1491.56
2000/8/15,882.78,3851.659912,951.843857,11067,1484.43
2000/8/16,881.94,3861.199951,949.797393,11008.39,1479.85
2000/8/17,882.45,3940.870117,952.608793,11055.64,1496.07
2000/8/18,883.65,3930.340088,949.465184,11046.48,1491.72
2000/8/21,883.38,3953.149902,954.582802,11079.81,1499.48
2000/8/22,884.01,3958.209961,947.261151,11139.15,1498.13
2000/8/23,886.27,4011.01001,943.348964,11144.65,1505.97
2000/8/24,886.99,4053.280029,946.565784,11182.74,1508.31
2000/8/25,886.97,4042.679932,951.610979,11192.63,1506.45
2000/8/28,885.59,4070.590088,956.140647,11252.84,1514.09
2000/8/29,884.15,4082.169922,950.719329,11215.1,1509.84
2000/8/30,884.44,4103.810059,947.743579,11103.01,1502.59
2000/8/31,887.54,4206.350098,942.635241,11215.1,1517.68
2000/9/1,889.65,4234.330078,947.744324,11238.78,1520.77
2000/9/5,890.76,4143.180176,948.597294,11260.61,1507.08
2000/9/6,889.18,4013.340088,952.970326,11310.64,1492.25
2000/9/7,888,4098.350098,954.171069,11259.87,1502.51
2000/9/8,888.86,3978.409912,957.787377,11220.65,1494.5
2000/9/11,888.04,3896.350098,960.957654,11195.49,1489.26
2000/9/12,887.98,3849.51001,961.351646,11233.23,1481.99
2000/9/13,890.06,3893.889893,968.321446,11182.18,1484.91
2000/9/14,888.2,3913.860107,978.721218,11087.47,1480.87
2000/9/15,887.39,3835.22998,976.89101,10927,1465.81
2000/9/18,887.39,3726.52002,968.606974,10808.52,1444.51
2000/9/19,887.74,3865.639893,973.072253,10789.29,1459.9
2000/9/20,886.56,3897.439941,970.221152,10687.92,1451.34
2000/9/21,888.02,3828.870117,970.298769,10765.52,1449.05
2000/9/22,889.42,3803.76001,969.483718,10847.37,1448.72
2000/9/25,890.1,3741.219971,974.360221,10808.15,1439.03
2000/9/26,891.79,3689.100098,974.126375,10631.32,1427.21
2000/9/27,891.21,3656.300049,968.038085,10628.36,1426.57
2000/9/28,891.79,3778.320068,968.260734,10824.06,1458.29
2000/9/29,893.12,3672.820068,959.139717,10650.92,1436.51
2000/10/2,892.6,3568.899902,940.676278,10700.13,1436.23
2000/10/3,891.53,3455.830078,937.957723,10719.74,1426.46
2000/10/4,890.61,3523.100098,933.858848,10784.48,1434.32
2000/10/5,891.8,3472.100098,933.139776,10724.92,1436.28
2000/10/6,892.89,3361.01001,926.934397,10596.54,1408.99
2000/10/10,893.63,3355.560059,926.786087,10568.43,1402.03
2000/10/11,894.3,3240.540039,931.030768,10524.4,1387.02
2000/10/12,896.23,3168.48999,930.825941,10413.79,1364.59
2000/10/13,896.14,3074.679932,926.506909,10034.58,1329.78
2000/10/16,895.74,3316.77002,926.720005,10192.18,1374.17
2000/10/17,898.21,3290.280029,928.434437,10238.8,1374.62
2000/10/18,898.11,3213.959961,933.123031,10089.71,1349.97
2000/10/19,899.38,3171.560059,932.507169,9975.02,1342.13
2000/10/20,900.91,3418.600098,939.612873,10142.98,1388.76
2000/10/23,903.44,3483.139893,951.921802,10226.59,1396.93
2000/10/24,902.61,3468.689941,950.541515,10271.72,1395.78
2000/10/25,900.71,3419.790039,945.522656,10393.07,1398.13
2000/10/26,900.77,3229.570068,947.281328,10326.48,1364.9
2000/10/27,899.84,3272.179932,954.783796,10380.12,1364.44
2000/10/30,899.83,3278.360107,948.224432,10590.62,1379.58
2000/10/31,899.03,3191.399902,950.130364,10835.77,1398.66
2000/11/1,900.59,3369.629883,953.759862,10971.14,1429.4
2000/11/2,901.21,3333.389893,949.210426,10899.47,1421.22
2000/11/3,898.17,3429.02002,955.655565,10880.51,1428.32
2000/11/6,897.38,3451.580078,957.834459,10817.95,1426.69
2000/11/7,897.54,3416.209961,946.196771,10977.21,1432.19
2000/11/8,898.1,3415.790039,948.88397,10952.18,1431.87
2000/11/9,899.86,3231.699951,942.906001,10907.06,1409.28
2000/11/10,899.97,3200.350098,937.804879,10834.25,1400.14
2000/11/13,901.83,3028.98999,937.167171,10602.95,1365.98
2000/11/14,902.54,2966.719971,925.72436,10517.25,1351.26
2000/11/15,904,3138.27002,927.473979,10681.06,1382.95
2000/11/16,905.23,3165.48999,927.056616,10707.6,1389.81
2000/11/17,903.9,3031.879883,929.986114,10656.03,1372.32
2000/11/20,904.47,3027.189941,934.803442,10629.87,1367.72
2000/11/21,904.7,2875.639893,939.561591,10462.65,1342.62
2000/11/22,907.41,2871.449951,951.531606,10494.5,1347.35
2000/11/24,906.63,2755.340088,952.340408,10399.32,1322.36
2000/11/27,906.72,2904.379883,960.301973,10470.23,1341.77
2000/11/28,908.26,2880.48999,963.768664,10546.07,1348.97
2000/11/29,910.05,2734.97998,966.852722,10507.58,1336.09
2000/11/30,913.73,2706.929932,978.232579,10629.11,1341.93
2000/12/1,911.58,2597.929932,981.059671,10414.49,1314.95
2000/12/4,912.2,2645.290039,991.203828,10373.54,1315.23
2000/12/5,916.2,2615.75,991.441717,10560.1,1324.97
2000/12/6,920.48,2889.800049,996.448498,10898.72,1376.54
2000/12/7,921.18,2796.5,982.308893,10664.38,1351.46
2000/12/8,920.13,2752.659912,979.352144,10617.36,1343.55
2000/12/11,920.02,2917.429932,994.708385,10712.91,1369.89
2000/12/12,920.58,3015.100098,1006.535468,10725.8,1380.2
2000/12/13,923.58,2931.77002,998.241616,10768.27,1371.18
2000/12/14,926.24,2822.77002,999.758943,10794.44,1359.99
2000/12/15,927.02,2728.51001,1006.377347,10674.99,1340.93
2000/12/18,927.9,2653.27002,1012.174081,10434.96,1312.15
2000/12/19,927,2624.52002,1016.627647,10645.42,1322.74
2000/12/20,930.28,2511.709961,1010.944698,10584.37,1305.6
2000/12/21,932.04,2332.780029,996.852129,10318.93,1264.74
2000/12/22,933.01,2340.120117,999.314354,10487.29,1274.86
2000/12/26,932.71,2517.02002,1011.28614,10635.56,1305.95
2000/12/27,930.61,2493.52002,1026.425093,10692.44,1315.19
2000/12/28,929.97,2539.350098,1040.271568,10803.16,1328.92
2000/12/29,930.68,2557.76001,1038.627939,10868.76,1334.22
2001/1/2,938.84,2470.52002,1041.349144,10786.85,1320.28
2001/1/3,933.62,2291.860107,1069.22606,10646.15,1283.27
2001/1/4,938.37,2616.689941,1078.763557,10945.75,1347.56
2001/1/5,943.45,2566.830078,1084.146587,10912.41,1333.34
2001/1/8,944.95,2407.649902,1083.734611,10662.01,1298.35
2001/1/9,942.45,2395.919922,1090.616326,10621.35,1295.86
2001/1/10,939.08,2441.300049,1089.220337,10572.55,1300.8
2001/1/11,938.32,2524.179932,1083.915834,10604.27,1313.27
2001/1/12,934.03,2640.570068,1095.622125,10609.55,1326.82
2001/1/16,935.27,2626.5,1095.622125,10525.38,1318.55
2001/1/17,938.51,2618.550049,1116.044522,10652.66,1326.65
2001/1/18,942.41,2682.780029,1099.739111,10584.34,1329.47
2001/1/19,939.64,2768.48999,1120.810113,10678.28,1347.97
2001/1/22,938.45,2770.379883,1134.831447,10587.59,1342.54
2001/1/23,936.42,2757.909912,1131.256728,10578.24,1342.9
2001/1/24,936.28,2840.389893,1127.478331,10649.81,1360.4
2001/1/25,938.17,2859.149902,1114.004964,10646.97,1364.3
2001/1/26,938.91,2754.280029,1128.063707,10729.52,1357.51
2001/1/29,938.45,2781.300049,1118.712059,10659.98,1354.95
2001/1/30,941.54,2838.340088,1116.541758,10702.19,1364.17
2001/1/31,945.9,2838.350098,1109.842507,10881.2,1373.73
2001/2/1,949.28,2772.72998,1111.37409,10887.36,1366.01
2001/2/2,945.85,2782.790039,1120.820769,10983.62,1373.47
2001/2/5,945.69,2660.5,1106.821718,10864.1,1349.47
2001/2/6,943.79,2643.209961,1103.136002,10965.85,1354.31
2001/2/7,944.29,2664.48999,1103.797882,10957.42,1352.26
2001/2/8,944.21,2607.820068,1096.556968,10946.72,1340.89
2001/2/9,946.79,2562.060059,1092.302327,10880.55,1332.53
2001/2/12,945.79,2470.969971,1097.163074,10781.45,1314.76
2001/2/13,944.52,2489.659912,1092.818308,10946.77,1330.31
2001/2/14,942.75,2427.719971,1094.708882,10903.32,1318.8
2001/2/15,940.79,2491.399902,1103.784019,10795.41,1315.92
2001/2/16,944.31,2552.909912,1106.444138,10891.02,1326.61
2001/2/20,944.8,2425.379883,1096.696366,10799.82,1301.53
2001/2/21,943.48,2318.350098,1098.23174,10730.88,1278.94
2001/2/22,943.78,2268.939941,1091.587439,10526.58,1255.27
2001/2/23,945.84,2244.959961,1100.036324,10526.81,1252.82
2001/2/26,948.05,2262.51001,1093.997125,10441.9,1245.86
2001/2/27,952.01,2308.5,1105.035556,10642.53,1267.65
2001/2/28,954.14,2207.820068,1105.654376,10636.88,1257.94
2001/3/1,955.92,2151.830078,1096.643292,10495.28,1239.94
2001/3/2,952.41,2183.370117,1089.745405,10450.14,1241.23
2001/3/5,952.39,2117.629883,1077.725513,10466.31,1234.18
2001/3/6,952.53,2142.919922,1083.879325,10562.3,1241.41
2001/3/7,955.39,2204.429932,1086.328893,10591.22,1253.8
2001/3/8,956.69,2223.919922,1084.319185,10729.6,1261.89
2001/3/9,954.95,2168.72998,1086.433607,10858.25,1264.74
2001/3/12,955.43,2052.780029,1084.152098,10644.62,1233.42
2001/3/13,954.83,1923.380005,1087.382871,10208.25,1180.16
2001/3/14,958.33,2014.780029,1090.677641,10290.8,1197.66
2001/3/15,959.82,1972.089966,1097.832487,9973.46,1166.71
2001/3/16,961.59,1940.709961,1105.209922,10031.28,1173.56
2001/3/19,959.86,1890.910034,1112.9906,9823.41,1150.53
2001/3/20,961.98,1951.180054,1115.661777,9959.11,1170.81
2001/3/21,962.97,1857.439941,1111.980093,9720.76,1142.62
2001/3/22,964.82,1830.22998,1112.891917,9487,1122.14
2001/3/23,961.79,1897.699951,1120.392808,9389.48,1117.58
2001/3/26,960.51,1928.680054,1121.961357,9504.78,1139.83
2001/3/27,955.62,1918.48999,1118.808646,9687.53,1152.69
2001/3/28,956.27,1972.22998,1129.840099,9947.54,1182.17
2001/3/29,956.92,1854.130005,1127.128483,9785.35,1153.29
2001/3/30,958.93,1820.569946,1145.016012,9799.06,1147.95
2001/4/2,958.2,1840.26001,1154.679947,9878.78,1160.33
2001/4/3,959.17,1782.969971,1163.005189,9777.93,1145.87
2001/4/4,960.13,1673,1161.923595,9485.71,1106.46
2001/4/5,958.62,1638.800049,1157.380473,9515.42,1103.25
2001/4/6,962.47,1785,1167.310798,9918.05,1151.44
2001/4/9,961.38,1720.359985,1181.073392,9791.09,1128.43
2001/4/10,956.02,1745.709961,1162.84943,9845.15,1137.59
2001/4/11,955.38,1852.030029,1155.849076,10102.74,1168.38
2001/4/12,954.17,1898.949951,1143.134736,10013.47,1165.89
2001/4/16,949.95,1961.430054,1145.729651,10126.94,1183.5
2001/4/17,953.28,1909.569946,1150.507343,10158.56,1179.68
2001/4/18,957.66,1923.219971,1164.221391,10216.73,1191.81
2001/4/19,953.42,2079.439941,1163.16195,10615.83,1238.16
2001/4/20,954.11,2182.139893,1160.521573,10693.71,1253.69
2001/4/23,957.39,2163.409912,1156.506169,10579.85,1242.98
2001/4/24,957.06,2059.320068,1145.345884,10532.23,1224.36
2001/4/25,955.46,2016.609985,1149.904361,10454.34,1209.47
2001/4/26,958.74,2059.800049,1151.675213,10625.2,1228.75
2001/4/27,954.1,2034.880005,1137.71691,10692.35,1234.52
2001/4/30,954.95,2075.679932,1129.286427,10810.05,1253.05
2001/5/1,957.07,2116.23999,1117.846756,10734.97,1249.46
2001/5/2,958.07,2168.23999,1118.059147,10898.34,1266.44
2001/5/3,961.59,2220.600098,1117.600743,10876.68,1267.43
2001/5/4,962.82,2146.199951,1116.639606,10796.65,1248.58
2001/5/7,962.61,2191.530029,1112.217713,10951.24,1266.61
2001/5/8,962.13,2173.570068,1105.232986,10935.17,1263.51
2001/5/9,964.14,2198.77002,1105.343509,10883.51,1261.2
2001/5/10,960.06,2156.629883,1104.790838,10866.98,1255.54
2001/5/11,952.03,2128.860107,1107.552815,10910.44,1255.18
2001/5/14,955.23,2107.429932,1105.548145,10821.31,1245.67
2001/5/15,954.21,2081.919922,1105.736088,10877.33,1248.92
2001/5/16,955.96,2085.580078,1113.432012,10872.97,1249.44
2001/5/17,957.04,2166.439941,1114.489773,11215.92,1284.99
2001/5/18,957.91,2193.679932,1109.307394,11248.58,1288.49
2001/5/21,958.43,2198.879883,1106.323358,11301.74,1291.96
2001/5/22,958.41,2305.590088,1105.327667,11337.92,1312.83
2001/5/23,958.71,2313.850098,1101.989578,11257.24,1309.38
2001/5/24,955.03,2243.47998,1104.237636,11105.51,1289.05
2001/5/25,955.31,2282.02002,1106.368814,11122.42,1293.17
2001/5/29,955.4,2251.030029,1108.21645,11005.37,1277.89
2001/5/30,955.66,2175.540039,1105.889195,11039.14,1267.93
2001/5/31,960.71,2084.5,1112.756767,10872.64,1248.08
2001/6/1,962.59,2110.48999,1117.141028,10911.94,1255.82
2001/6/4,964.28,2149.439941,1116.683001,10990.41,1260.67
2001/6/5,967.17,2155.929932,1113.433454,11061.52,1267.11
2001/6/6,967.46,2233.659912,1109.380556,11175.84,1283.57
2001/6/7,965.74,2217.72998,1114.78324,11070.24,1270.03
2001/6/8,963.82,2264,1114.326178,11090.74,1276.96
2001/6/11,966.43,2215.100098,1123.207357,10977,1264.96
2001/6/12,968.59,2170.780029,1122.825467,10922.09,1254.39
2001/6/13,968.51,2169.949951,1120.961576,10948.38,1255.85
2001/6/14,970.27,2121.659912,1122.329149,10871.62,1241.6
2001/6/15,969.25,2044.069946,1121.880218,10690.13,1219.87
2001/6/18,968.91,2028.430054,1122.60944,10623.64,1214.36
2001/6/19,969.15,1988.630005,1120.184603,10645.38,1208.43
2001/6/20,970.17,1992.660034,1126.256003,10596.67,1212.58
2001/6/21,971.1,2031.23999,1117.527519,10647.33,1223.14
2001/6/22,974.63,2058.76001,1115.862403,10715.43,1237.04
2001/6/25,974.48,2034.839966,1108.174111,10604.59,1225.35
2001/6/26,971.3,2050.870117,1111.653778,10504.22,1218.6
2001/6/27,970.33,2064.620117,1113.410191,10472.48,1216.76
2001/6/28,966.32,2074.73999,1114.300919,10434.84,1211.07
2001/6/29,964.34,2125.459961,1117.93354,10566.21,1226.2
2001/7/2,967.5,2160.540039,1114.691533,10502.4,1224.38
2001/7/3,965.97,2148.719971,1113.186699,10593.72,1236.72
2001/7/5,965.08,2140.800049,1105.049305,10571.11,1234.45
2001/7/6,967.37,2080.110107,1107.502514,10479.86,1219.24
2001/7/9,968.91,2004.160034,1106.627587,10252.68,1190.59
2001/7/10,971.31,2026.709961,1109.449487,10299.4,1198.78
2001/7/11,970.95,1962.790039,1109.970929,10175.64,1181.52
2001/7/12,972.74,1972.040039,1109.071852,10241.02,1180.18
2001/7/13,972.62,2075.73999,1106.598622,10478.99,1208.14
2001/7/16,974.96,2084.790039,1105.746541,10539.06,1215.68
2001/7/17,975.4,2029.119995,1105.3153,10472.12,1202.45
2001/7/18,980.03,2067.320068,1108.918627,10606.39,1214.44
2001/7/19,979.83,2016.170044,1116.858485,10569.83,1207.71
2001/7/20,979.78,2046.589966,1112.860131,10610,1215.02
2001/7/23,980.76,2029.369995,1111.19084,10576.65,1210.85
2001/7/24,981.66,1988.560059,1109.401823,10424.42,1191.03
2001/7/25,979.13,1959.23999,1109.213225,10241.12,1171.65
2001/7/26,980.15,1984.319946,1122.19102,10405.67,1190.49
2001/7/27,982.71,2022.959961,1113.494039,10455.63,1202.93
2001/7/30,984.18,2029.069946,1112.525299,10416.67,1205.82
2001/7/31,985.9,2017.839966,1108.019572,10401.72,1204.52
2001/8/1,984.88,2027.130005,1100.174793,10522.81,1211.23
2001/8/2,982.19,2068.379883,1098.381509,10510.01,1215.93
2001/8/3,981.47,2087.379883,1104.312769,10551.18,1220.75
2001/8/6,982.32,2066.330078,1106.289489,10512.78,1214.35
2001/8/7,982.5,2034.26001,1103.523765,10401.31,1200.48
2001/8/8,987.08,2027.790039,1103.987245,10458.74,1204.4
2001/8/9,985.99,1966.359985,1100.840882,10293.5,1183.53
2001/8/10,987.7,1963.319946,1093.685417,10298.56,1183.43
2001/8/13,988.95,1956.469971,1100.170971,10416.25,1190.16
2001/8/14,988.55,1982.25,1101.381159,10415.91,1191.29
2001/8/15,987.55,1964.530029,1099.475769,10412.17,1186.73
2001/8/16,989.03,1918.890015,1097.848544,10345.95,1178.02
2001/8/17,992.25,1930.319946,1097.025158,10392.52,1181.66
2001/8/20,989.96,1867.01001,1102.77357,10240.78,1161.97
2001/8/21,991.11,1881.349976,1104.736507,10320.07,1171.41
2001/8/22,991.21,1831.300049,1106.713985,10174.14,1157.26
2001/8/23,992.75,1860.01001,1094.252386,10276.9,1165.31
2001/8/24,991.67,1842.969971,1098.016615,10229.15,1162.09
2001/8/27,991.35,1916.800049,1100.047945,10423.17,1184.93
2001/8/28,994.87,1912.410034,1096.065772,10382.35,1179.21
2001/8/29,997.68,1864.97998,1104.253383,10222.03,1161.51
2001/8/30,997.74,1843.170044,1109.719438,10090.9,1148.56
2001/8/31,997.19,1791.680054,1111.128781,9919.58,1129.03
2001/9/4,990.53,1805.430054,1117.184433,9949.75,1133.58
2001/9/5,991.65,1770.780029,1109.386486,9997.49,1132.94
2001/9/6,996.11,1759.01001,1110.817593,10033.27,1131.74
2001/9/7,998.55,1705.640015,1115.249756,9840.84,1106.4
2001/9/10,997.26,1687.699951,1130.339085,9605.85,1085.78
2001/9/14,1005.61,1695.380005,1122.607564,9605.51,1092.54
2001/9/17,1003.56,1579.550049,1118.061005,8920.7,1038.77
2001/9/18,1000.49,1555.079956,1113.119175,8903.4,1032.74
2001/9/19,1002.88,1527.800049,1114.310213,8759.13,1016.1
2001/9/20,1000.97,1470.930054,1105.562878,8376.21,984.54
